,area,year,educationlevel,population,population_ratio,last_update,area_name
78,02411782,2022,9th Grade to 12th Grade,44105,0.04538457264104152,2024-11-14,"San Diego, CA"
79,02411782,2022,High School Diploma,138243,0.14225370084152597,2024-11-14,"San Diego, CA"
80,02411782,2022,Some College,174118,0.17916950502466542,2024-11-14,"San Diego, CA"
81,02411782,2022,Associate's Degree,72440,0.0745416266209511,2024-11-14,"San Diego, CA"
82,02411782,2022,Bachelor's Degree,286704,0.29502184592398073,2024-11-14,"San Diego, CA"
83,02411782,2022,Graduate Degree and Higher,210473,0.21657923495018552,2024-11-14,"San Diego, CA"
84,02411782,2023,Less Than 9th Grade,53390,0.05441512656944171,2024-11-14,"San Diego, CA"
85,02411782,2023,9th Grade to 12th Grade,45886,0.046767044348481036,2024-11-14,"San Diego, CA"
86,02411782,2023,High School Diploma,136725,0.13935021877143505,2024-11-14,"San Diego, CA"
87,02411782,2023,Some College,168395,0.17162830565014303,2024-11-14,"San Diego, CA"
88,02411782,2023,Associate's Degree,66252,0.06752408626107234,2024-11-14,"San Diego, CA"
89,02411782,2023,Bachelor's Degree,291859,0.2974629036417061,2024-11-14,"San Diego, CA"
90,02411782,2023,Graduate Degree and Higher,218654,0.2228523147577207,2024-11-14,"San Diego, CA"
91,01215531,2019,Less Than 9th Grade,54924,0.050461164178857654,2024-11-14,"Philadelphia, PA"
92,01215531,2019,9th Grade to 12th Grade,98403,0.09040728895732521,2024-11-14,"Philadelphia, PA"
93,01215531,2019,High School Diploma,353708,0.32496754532400013,2024-11-14,"Philadelphia, PA"
94,01215531,2019,Some College,179123,0.16456840563705336,2024-11-14,"Philadelphia, PA"
95,01215531,2019,Associate's Degree,64608,0.059358293191822065,2024-11-14,"Philadelphia, PA"
96,01215531,2019,Bachelor's Degree,195772,0.17986459532487292,2024-11-14,"Philadelphia, PA"
97,01215531,2019,Graduate Degree and Higher,141903,0.1303727073860687,2024-11-14,"Philadelphia, PA"
98,01215531,2021,Less Than 9th Grade,58948,0.054054946264167555,2024-11-14,"Philadelphia, PA"
99,01215531,2021,9th Grade to 12th Grade,84010,0.07703664306936141,2024-11-14,"Philadelphia, PA"
100,01215531,2021,High School Diploma,327297,0.30012929611561456,2024-11-14,"Philadelphia, PA"
101,01215531,2021,Some College,177297,0.16258023695117926,2024-11-14,"Philadelphia, PA"
102,01215531,2021,Associate's Degree,63972,0.05866192275244837,2024-11-14,"Philadelphia, PA"
103,01215531,2021,Bachelor's Degree,210487,0.19301525877562997,2024-11-14,"Philadelphia, PA"
104,01215531,2021,Graduate Degree and Higher,168509,0.15452169607159888,2024-11-14,"Philadelphia, PA"
105,01215531,2022,Less Than 9th Grade,52350,0.048643826833551694,2024-11-14,"Philadelphia, PA"
106,01215531,2022,9th Grade to 12th Grade,84451,0.07847220286380657,2024-11-14,"Philadelphia, PA"
107,01215531,2022,High School Diploma,304454,0.2828998596902034,2024-11-14,"Philadelphia, PA"
108,01215531,2022,Some College,179960,0.16721954301749692,2024-11-14,"Philadelphia, PA"
109,01215531,2022,Associate's Degree,64801,0.0602133452271439,2024-11-14,"Philadelphia, PA"
110,01215531,2022,Bachelor's Degree,212071,0.19705721108726154,2024-11-14,"Philadelphia, PA"
111,01215531,2022,Graduate Degree and Higher,178103,0.16549401128053595,2024-11-14,"Philadelphia, PA"
112,01215531,2023,Less Than 9th Grade,49804,0.04644985590509322,2024-11-14,"Philadelphia, PA"
113,01215531,2023,9th Grade to 12th Grade,78555,0.07326456571007545,2024-11-14,"Philadelphia, PA"
114,01215531,2023,High School Diploma,325364,0.30345174919092344,2024-11-14,"Philadelphia, PA"
115,01215531,2023,Some College,157055,0.146477835498643,2024-11-14,"Philadelphia, PA"
116,01215531,2023,Associate's Degree,78284,0.07301181671500918,2024-11-14,"Philadelphia, PA"
117,01215531,2023,Bachelor's Degree,216445,0.20186810419600637,2024-11-14,"Philadelphia, PA"
118,01215531,2023,Graduate Degree and Higher,166703,0.15547607278424935,2024-11-14,"Philadelphia, PA"
119,02410796,2019,Less Than 9th Grade,174155,0.11393902360036978,2024-11-14,"Houston, TX"
120,02410796,2019,9th Grade to 12th Grade,131534,0.08605469570354592,2024-11-14,"Houston, TX"
121,02410796,2019,High School Diploma,349430,0.22861079507724275,2024-11-14,"Houston, TX"
122,02410796,2019,Some College,261099,0.17082119447063218,2024-11-14,"Houston, TX"
123,02410796,2019,Associate's Degree,92507,0.06052170340328677,2024-11-14,"Houston, TX"
124,02410796,2019,Bachelor's Degree,315908,0.2066793894378319,2024-11-14,"Houston, TX"
125,02410796,2019,Graduate Degree and Higher,203860,0.1333731983070907,2024-11-14,"Houston, TX"
126,02410796,2021,Less Than 9th Grade,205396,0.13456765858196731,2024-11-14,"Houston, TX"
127,02410796,2021,9th Grade to 12th Grade,114562,0.07505667151486563,2024-11-14,"Houston, TX"
128,02410796,2021,High School Diploma,323536,0.211968499810003,2024-11-14,"Houston, TX"
129,02410796,2021,Some College,242917,0.15914999279321776,2024-11-14,"Houston, TX"
130,02410796,2021,Associate's Degree,86127,0.05642713943158143,2024-11-14,"Houston, TX"
131,02410796,2021,Bachelor's Degree,328545,0.21525020637603678,2024-11-14,"Houston, TX"
132,02410796,2021,Graduate Degree and Higher,225257,0.14757983149232806,2024-11-14,"Houston, TX"
133,02410796,2022,Less Than 9th Grade,199268,0.12926973253151172,2024-11-14,"Houston, TX"
134,02410796,2022,9th Grade to 12th Grade,113316,0.07351069419847031,2024-11-14,"Houston, TX"
135,02410796,2022,High School Diploma,342372,0.22210458712025377,2024-11-14,"Houston, TX"
136,02410796,2022,Some College,250320,0.1623883385555534,2024-11-14,"Houston, TX"
137,02410796,2022,Associate's Degree,88024,0.057103192365827865,2024-11-14,"Houston, TX"
138,02410796,2022,Bachelor's Degree,318568,0.20666238509494061,2024-11-14,"Houston, TX"
139,02410796,2022,Graduate Degree and Higher,229622,0.1489610701334423,2024-11-14,"Houston, TX"
140,02410796,2023,Less Than 9th Grade,166301,0.10776262039792225,2024-11-14,"Houston, TX"
141,02410796,2023,9th Grade to 12th Grade,116088,0.07522472550828918,2024-11-14,"Houston, TX"
142,02410796,2023,High School Diploma,338039,0.21904840281593763,2024-11-14,"Houston, TX"
143,02410796,2023,Some College,252969,0.16392326155249817,2024-11-14,"Houston, TX"
144,02410796,2023,Associate's Degree,97849,0.0634059004053872,2024-11-14,"Houston, TX"
145,02410796,2023,Bachelor's Degree,329946,0.2138041596250946,2024-11-14,"Houston, TX"
146,02410796,2023,Graduate Degree and Higher,242024,0.15683092969487097,2024-11-14,"Houston, TX"
147,01215531,2020,9th Grade to 12th Grade,90869,0.08422585420156033,2024-11-14,"Philadelphia, PA"
148,01215531,2020,Associate's Degree,65101,0.060341671355201215,2024-11-14,"Philadelphia, PA"
149,01215531,2020,Bachelor's Degree,197988,0.18351372218972947,2024-11-14,"Philadelphia, PA"
150,01215531,2020,Graduate Degree and Higher,151754,0.14065974401064815,2024-11-14,"Philadelphia, PA"
151,01215531,2020,High School Diploma,332256,0.30796581247283045,2024-11-14,"Philadelphia, PA"
152,01215531,2020,Less Than 9th Grade,54536,0.050549045161015244,2024-11-14,"Philadelphia, PA"
153,01215531,2020,Some College,171216,0.15869893861464696,2024-11-14,"Philadelphia, PA"
154,02410796,2020,9th Grade to 12th Grade,121247,0.07940739983941297,2024-11-14,"Houston, TX"
155,02410796,2020,Associate's Degree,86690,0.05677523973441579,2024-11-14,"Houston, TX"
156,02410796,2020,Bachelor's Degree,310847,0.20358072379425476,2024-11-14,"Houston, TX"
157,02410796,2020,Graduate Degree and Higher,212242,0.13900208134400596,2024-11-14,"Houston, TX"
158,02410796,2020,High School Diploma,335891,0.2199826052558848,2024-11-14,"Houston, TX"
159,02410796,2020,Less Than 9th Grade,185109,0.12123206658205067,2024-11-14,"Houston, TX"
160,02410796,2020,Some College,252827,0.1655821148498459,2024-11-14,"Houston, TX"
161,02411414,2020,9th Grade to 12th Grade,89854,0.08370830375492119,2024-11-14,"Phoenix, AZ"
162,02411414,2020,Associate's Degree,82687,0.0770315012418275,2024-11-14,"Phoenix, AZ"
163,02411414,2020,Bachelor's Degree,203870,0.18992601204749687,2024-11-14,"Phoenix, AZ"
164,02411414,2020,Graduate Degree and Higher,123123,0.11470182165754626,2024-11-14,"Phoenix, AZ"
165,02411414,2020,High School Diploma,247210,0.2303017091198396,2024-11-14,"Phoenix, AZ"
166,02411414,2020,Less Than 9th Grade,87478,0.08149481376313794,2024-11-14,"Phoenix, AZ"
167,02411414,2020,Some College,224294,0.2089530825829267,2024-11-14,"Phoenix, AZ"
168,02411782,2020,9th Grade to 12th Grade,48627,0.04973509798306264,2024-11-14,"San Diego, CA"
169,02411782,2020,Associate's Degree,69885,0.07147751912613018,2024-11-14,"San Diego, CA"
170,02411782,2020,Bachelor's Degree,272219,0.2784222476782719,2024-11-14,"San Diego, CA"
171,02411782,2020,Graduate Degree and Higher,194905,0.19934643865319315,2024-11-14,"San Diego, CA"
172,02411782,2020,High School Diploma,143304,0.14656957002004664,2024-11-14,"San Diego, CA"
173,02411782,2020,Less Than 9th Grade,55320,0.056580616127316616,2024-11-14,"San Diego, CA"
174,02411782,2020,Some College,178741,0.18281409810579716,2024-11-14,"San Diego, CA"
175,000,2019,9th Grade to 12th Grade,15710105,0.06982069946442548,2024-11-14,
176,000,2019,Associate's Degree,19057417,0.08469721780505178,2024-11-14,
177,000,2019,Bachelor's Degree,44375136,0.19721720729104025,2024-11-14,
178,000,2019,Graduate Degree and Higher,27706197,0.12313514480260743,2024-11-14,
179,000,2019,High School Diploma,60564402,0.2691674505221098,2024-11-14,
180,000,2019,Less Than 9th Grade,11688899,0.05194918201686262,2024-11-14,
181,000,2019,Some College,45904251,0.2040130803206314,2024-11-14,
182,000,2020,9th Grade to 12th Grade,15173106,0.0668697306933291,2024-11-14,
183,000,2020,Associate's Degree,19534208,0.0860896396734772,2024-11-14,
184,000,2020,Bachelor's Degree,45680882,0.20132122435404756,2024-11-14,
185,000,2020,Graduate Degree and Higher,28722966,0.1265856180754058,2024-11-14,
186,000,2020,High School Diploma,60509191,0.2666713925705926,2024-11-14,
187,000,2020,Less Than 9th Grade,11358911,0.05006010763646505,2024-11-14,
188,000,2020,Some College,45926178,0.20240227377531642,2024-11-14,
189,000,2021,9th Grade to 12th Grade,14745113,0.06465965086985398,2024-11-14,
190,000,2021,Associate's Degree,19817846,0.08690438678581387,2024-11-14,
191,000,2021,Bachelor's Degree,46677235,0.20468705249462169,2024-11-14,
192,000,2021,Graduate Degree and Higher,29612232,0.1298543173319267,2024-11-14,
193,000,2021,High School Diploma,60484726,0.2652350827096937,2024-11-14,
194,000,2021,Less Than 9th Grade,11177350,0.04901444625416993,2024-11-14,
195,000,2021,Some College,45527447,0.199645050398446,2024-11-14,
196,000,2022,9th Grade to 12th Grade,14367095,0.06259937563385153,2024-11-14,
197,000,2022,Associate's Degree,20012938,0.08719907701584637,2024-11-14,
198,000,2022,Bachelor's Degree,47702923,0.20784808590113,2024-11-14,
199,000,2022,Graduate Degree and Higher,30514530,0.13295593338531075,2024-11-14,
200,000,2022,High School Diploma,60617316,0.2641178424865902,2024-11-14,
201,000,2022,Less Than 9th Grade,11151856,0.048590144546174496,2024-11-14,
202,000,2022,Some College,45141937,0.19668952360255573,2024-11-14,
203,000,2023,9th Grade to 12th Grade,13909228,0.060065754707639515,2024-11-14,
204,000,2023,Associate's Degree,20467854,0.08838859336807034,2024-11-14,
205,000,2023,Bachelor's Degree,48984495,0.21153515214126867,2024-11-14,
206,000,2023,Graduate Degree and Higher,31571327,0.13633794653281092,2024-11-14,
207,000,2023,High School Diploma,60658606,0.2619487543739559,2024-11-14,
208,000,2023,Less Than 9th Grade,10908044,0.04710541054069564,2024-11-14,
209,000,2023,Some College,45067132,0.1946183710619174,2024-11-14,
