,area,year,educationlevel,population,population_ratio,last_update,area_name
150,12086,2023,Graduate Degree and Higher,244145,0.12753848042480612,2024-11-14,"Miami-Dade County, FL"
151,12086,2023,High School Diploma,500645,0.261531067735473,2024-11-14,"Miami-Dade County, FL"
152,12086,2023,Less Than 9th Grade,153336,0.08010092541079307,2024-11-14,"Miami-Dade County, FL"
153,12086,2023,Some College,262463,0.13710758847298077,2024-11-14,"Miami-Dade County, FL"
154,26163,2023,9th Grade to 12th Grade,95899,0.07978843779432174,2024-11-14,"Wayne County, MI"
155,26163,2023,Associate's Degree,103336,0.08597605822703085,2024-11-14,"Wayne County, MI"
156,26163,2023,Bachelor's Degree,197294,0.16414957451269474,2024-11-14,"Wayne County, MI"
157,26163,2023,Graduate Degree and Higher,130600,0.10865983978913668,2024-11-14,"Wayne County, MI"
158,26163,2023,High School Diploma,354952,0.2953218028547752,2024-11-14,"Wayne County, MI"
159,26163,2023,Less Than 9th Grade,45635,0.03796854355878448,2024-11-14,"Wayne County, MI"
160,26163,2023,Some College,274197,0.2281332472485598,2024-11-14,"Wayne County, MI"
161,04013,2023,9th Grade to 12th Grade,187717,0.060034187924850525,2024-11-14,"Maricopa County, AZ"
162,04013,2023,Associate's Degree,284012,0.09083050432785868,2024-11-14,"Maricopa County, AZ"
163,04013,2023,Bachelor's Degree,686620,0.21958945707080801,2024-11-14,"Maricopa County, AZ"
164,04013,2023,Graduate Degree and Higher,412437,0.1319023869184015,2024-11-14,"Maricopa County, AZ"
165,04013,2023,High School Diploma,693104,0.22166311941627875,2024-11-14,"Maricopa County, AZ"
166,04013,2023,Less Than 9th Grade,154354,0.049364293286981886,2024-11-14,"Maricopa County, AZ"
167,04013,2023,Some College,708590,0.22661573124261433,2024-11-14,"Maricopa County, AZ"
168,06073,2023,9th Grade to 12th Grade,119211,0.05271783569030775,2024-11-14,"San Diego County, CA"
169,06073,2023,Associate's Degree,188322,0.08328030343567404,2024-11-14,"San Diego County, CA"
170,06073,2023,Bachelor's Degree,564521,0.24964412111070475,2024-11-14,"San Diego County, CA"
171,06073,2023,Graduate Degree and Higher,365203,0.16150113452288348,2024-11-14,"San Diego County, CA"
172,06073,2023,High School Diploma,414691,0.1833858620450245,2024-11-14,"San Diego County, CA"
173,06073,2023,Less Than 9th Grade,138901,0.061425204848708906,2024-11-14,"San Diego County, CA"
174,06073,2023,Some College,470451,0.20804421167795736,2024-11-14,"San Diego County, CA"
175,000,2019,9th Grade to 12th Grade,15710105,0.06982069946442548,2024-11-14,
176,000,2019,Associate's Degree,19057417,0.08469721780505178,2024-11-14,
177,000,2019,Bachelor's Degree,44375136,0.19721720729104025,2024-11-14,
178,000,2019,Graduate Degree and Higher,27706197,0.12313514480260743,2024-11-14,
179,000,2019,High School Diploma,60564402,0.2691674505221098,2024-11-14,
180,000,2019,Less Than 9th Grade,11688899,0.05194918201686262,2024-11-14,
181,000,2019,Some College,45904251,0.2040130803206314,2024-11-14,
182,000,2020,9th Grade to 12th Grade,15173106,0.0668697306933291,2024-11-14,
183,000,2020,Associate's Degree,19534208,0.0860896396734772,2024-11-14,
184,000,2020,Bachelor's Degree,45680882,0.20132122435404756,2024-11-14,
185,000,2020,Graduate Degree and Higher,28722966,0.1265856180754058,2024-11-14,
186,000,2020,High School Diploma,60509191,0.2666713925705926,2024-11-14,
187,000,2020,Less Than 9th Grade,11358911,0.05006010763646505,2024-11-14,
188,000,2020,Some College,45926178,0.20240227377531642,2024-11-14,
189,000,2021,9th Grade to 12th Grade,14745113,0.06465965086985398,2024-11-14,
190,000,2021,Associate's Degree,19817846,0.08690438678581387,2024-11-14,
191,000,2021,Bachelor's Degree,46677235,0.20468705249462169,2024-11-14,
192,000,2021,Graduate Degree and Higher,29612232,0.1298543173319267,2024-11-14,
193,000,2021,High School Diploma,60484726,0.2652350827096937,2024-11-14,
194,000,2021,Less Than 9th Grade,11177350,0.04901444625416993,2024-11-14,
195,000,2021,Some College,45527447,0.199645050398446,2024-11-14,
196,000,2022,9th Grade to 12th Grade,14367095,0.06259937563385153,2024-11-14,
197,000,2022,Associate's Degree,20012938,0.08719907701584637,2024-11-14,
198,000,2022,Bachelor's Degree,47702923,0.20784808590113,2024-11-14,
199,000,2022,Graduate Degree and Higher,30514530,0.13295593338531075,2024-11-14,
200,000,2022,High School Diploma,60617316,0.2641178424865902,2024-11-14,
201,000,2022,Less Than 9th Grade,11151856,0.048590144546174496,2024-11-14,
202,000,2022,Some College,45141937,0.19668952360255573,2024-11-14,
203,000,2023,9th Grade to 12th Grade,13909228,0.060065754707639515,2024-11-14,
204,000,2023,Associate's Degree,20467854,0.08838859336807034,2024-11-14,
205,000,2023,Bachelor's Degree,48984495,0.21153515214126867,2024-11-14,
206,000,2023,Graduate Degree and Higher,31571327,0.13633794653281092,2024-11-14,
207,000,2023,High School Diploma,60658606,0.2619487543739559,2024-11-14,
208,000,2023,Less Than 9th Grade,10908044,0.04710541054069564,2024-11-14,
209,000,2023,Some College,45067132,0.1946183710619174,2024-11-14,
